,Rank,Country,Population2023,Density(P/Km²),Land Area(Km²),Migrants(net),Fert.Rate,MedianAge,UrbanPop%,WorldShare,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
44,36,Afghanistan,42239854,65,652860,-65846,4.4,17.0,26 %,0.53 %,Asadabad,131,Unhealthy for Sensitive Groups,1,Good,43,Good,0,Good,131,Unhealthy for Sensitive Groups
45,36,Afghanistan,42239854,65,652860,-65846,4.4,17.0,26 %,0.53 %,Taywarah,62,Moderate,0,Good,39,Good,0,Good,62,Moderate
46,36,Afghanistan,42239854,65,652860,-65846,4.4,17.0,26 %,0.53 %,Kholm,123,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,123,Unhealthy for Sensitive Groups
47,36,Afghanistan,42239854,65,652860,-65846,4.4,17.0,26 %,0.53 %,Eskasem,85,Moderate,0,Good,14,Good,0,Good,85,Moderate
48,36,Afghanistan,42239854,65,652860,-65846,4.4,17.0,26 %,0.53 %,Gazni,83,Moderate,0,Good,40,Good,0,Good,83,Moderate
49,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate
50,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Elbasan,71,Moderate,1,Good,44,Good,1,Good,71,Moderate
51,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Tirana,73,Moderate,1,Good,45,Good,1,Good,73,Moderate
52,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Cerrik,75,Moderate,1,Good,42,Good,1,Good,75,Moderate
53,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Lushnje,93,Moderate,1,Good,48,Good,0,Good,93,Moderate
54,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Berat,91,Moderate,1,Good,47,Good,0,Good,91,Moderate
55,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Fier,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
56,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Shkoder,97,Moderate,1,Good,46,Good,0,Good,97,Moderate
57,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Bulqize,65,Moderate,1,Good,42,Good,0,Good,65,Moderate
58,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Kukes,59,Moderate,1,Good,41,Good,0,Good,59,Moderate
59,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Sarande,53,Moderate,1,Good,31,Good,1,Good,53,Moderate
60,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Korce,44,Good,1,Good,41,Good,0,Good,44,Good
61,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Vlore,55,Moderate,1,Good,46,Good,0,Good,55,Moderate
62,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Burrel,113,Unhealthy for Sensitive Groups,1,Good,43,Good,0,Good,113,Unhealthy for Sensitive Groups
63,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Librazhd,67,Moderate,1,Good,42,Good,0,Good,67,Moderate
64,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Permet,58,Moderate,1,Good,38,Good,0,Good,58,Moderate
65,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Ballsh,55,Moderate,1,Good,49,Good,0,Good,55,Moderate
66,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Lezhe,72,Moderate,1,Good,42,Good,1,Good,72,Moderate
67,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Fushe Kruje,74,Moderate,1,Good,41,Good,1,Good,74,Moderate
68,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Kruje,51,Moderate,1,Good,49,Good,0,Good,51,Moderate
69,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Shijak,56,Moderate,1,Good,44,Good,1,Good,56,Moderate
70,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Rreshen,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
71,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Peshkopi,115,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,115,Unhealthy for Sensitive Groups
72,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Kucove,67,Moderate,1,Good,40,Good,2,Good,67,Moderate
73,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Polican,63,Moderate,1,Good,39,Good,1,Good,63,Moderate
74,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Lac,72,Moderate,1,Good,41,Good,1,Good,72,Moderate
75,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Corovode,59,Moderate,1,Good,40,Good,1,Good,59,Moderate
76,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Gjirokaster,58,Moderate,1,Good,43,Good,1,Good,58,Moderate
77,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Kavaje,76,Moderate,1,Good,40,Good,2,Good,76,Moderate
78,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Pogradec,44,Good,1,Good,44,Good,0,Good,39,Good
79,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Tepelene,57,Moderate,1,Good,31,Good,2,Good,57,Moderate
80,138,Albania,2832439,103,27400,-8000,1.4,38.0,67 %,0.04 %,Kamze,60,Moderate,1,Good,44,Good,2,Good,60,Moderate
81,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Adrar,106,Unhealthy for Sensitive Groups,0,Good,45,Good,0,Good,106,Unhealthy for Sensitive Groups
82,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Algiers,154,Unhealthy,10,Good,33,Good,69,Moderate,154,Unhealthy
83,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Tuggurt,164,Unhealthy,1,Good,47,Good,0,Good,164,Unhealthy
84,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Tazmalt,117,Unhealthy for Sensitive Groups,1,Good,117,Unhealthy for Sensitive Groups,1,Good,56,Moderate
85,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Constantine,74,Moderate,3,Good,34,Good,16,Good,74,Moderate
86,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Wahran,43,Good,1,Good,41,Good,1,Good,43,Good
87,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Medea,70,Moderate,1,Good,57,Moderate,1,Good,70,Moderate
88,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Sidi Ali,38,Good,1,Good,38,Good,3,Good,38,Good
89,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Birin,39,Good,1,Good,39,Good,3,Good,36,Good
90,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Warqla,126,Unhealthy for Sensitive Groups,1,Good,51,Moderate,0,Good,126,Unhealthy for Sensitive Groups
91,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Timizart,91,Moderate,3,Good,28,Good,18,Good,91,Moderate
92,34,Algeria,45606480,19,2381740,-9999,2.8,28.0,75 %,0.57 %,Aflu,36,Good,0,Good,36,Good,0,Good,5,Good
93,202,Andorra,80088,170,470,200,1.1,43.0,85 %,0.00 %,Andorra La Vella,27,Good,1,Good,27,Good,0,Good,20,Good
94,202,Andorra,80088,170,470,200,1.1,43.0,85 %,0.00 %,Les Escaldes,29,Good,0,Good,29,Good,0,Good,22,Good
95,202,Andorra,80088,170,470,200,1.1,43.0,85 %,0.00 %,Encamp,32,Good,1,Good,32,Good,0,Good,24,Good
96,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Lubango,40,Good,1,Good,14,Good,0,Good,40,Good
97,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Luena,66,Moderate,1,Good,22,Good,0,Good,66,Moderate
98,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Caluquembe,42,Good,2,Good,12,Good,0,Good,42,Good
99,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Camacupa,154,Unhealthy,4,Good,28,Good,3,Good,154,Unhealthy
100,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Ondjiva,20,Good,0,Good,20,Good,0,Good,12,Good
101,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Caconda,21,Good,0,Good,21,Good,0,Good,19,Good
102,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Lobito,52,Moderate,1,Good,20,Good,0,Good,52,Moderate
103,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Malanje,68,Moderate,1,Good,21,Good,1,Good,68,Moderate
104,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Luanda,164,Unhealthy,8,Good,7,Good,11,Good,164,Unhealthy
105,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Lucapa,172,Unhealthy,5,Good,33,Good,6,Good,172,Unhealthy
106,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Saurimo,103,Unhealthy for Sensitive Groups,2,Good,31,Good,1,Good,103,Unhealthy for Sensitive Groups
107,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Namibe,44,Good,1,Good,16,Good,0,Good,44,Good
108,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Sumbe,58,Moderate,2,Good,14,Good,1,Good,58,Moderate
109,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Kuito,76,Moderate,2,Good,20,Good,1,Good,76,Moderate
110,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Benguela,92,Moderate,3,Good,12,Good,2,Good,92,Moderate
111,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Cabinda,49,Good,2,Good,49,Good,0,Good,41,Good
112,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Longonjo,28,Good,0,Good,28,Good,0,Good,16,Good
113,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Menongue,32,Good,0,Good,32,Good,0,Good,8,Good
114,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Catumbela,53,Moderate,1,Good,20,Good,0,Good,53,Moderate
115,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Catabola,27,Good,1,Good,23,Good,0,Good,27,Good
116,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Camabatela,198,Unhealthy,12,Good,29,Good,8,Good,198,Unhealthy
117,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Huambo,28,Good,1,Good,21,Good,0,Good,28,Good
118,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Caala,131,Unhealthy for Sensitive Groups,6,Good,27,Good,2,Good,131,Unhealthy for Sensitive Groups
119,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Caxito,285,Very Unhealthy,23,Good,31,Good,14,Good,285,Very Unhealthy
120,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Uige,132,Unhealthy for Sensitive Groups,5,Good,19,Good,1,Good,132,Unhealthy for Sensitive Groups
121,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Soyo,77,Moderate,0,Good,23,Good,0,Good,77,Moderate
122,42,Angola,36684202,29,1246700,-1000,5.1,16.0,68 %,0.46 %,Luau,54,Moderate,1,Good,20,Good,0,Good,54,Moderate
123,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Chacabuco,17,Good,0,Good,17,Good,1,Good,17,Good
124,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Corrientes,13,Good,1,Good,12,Good,0,Good,13,Good
125,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
126,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Formosa,32,Good,0,Good,13,Good,0,Good,32,Good
127,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Necochea,23,Good,0,Good,23,Good,0,Good,17,Good
128,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Villeta,90,Moderate,2,Good,5,Good,3,Good,90,Moderate
129,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,San Ramon De La Nueva Oran,20,Good,0,Good,9,Good,0,Good,20,Good
130,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Concepcion Del Uruguay,17,Good,0,Good,16,Good,0,Good,17,Good
131,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good
132,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Chivilcoy,16,Good,0,Good,16,Good,1,Good,14,Good
133,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Rio Cuarto,21,Good,0,Good,15,Good,1,Good,21,Good
134,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Viedma,23,Good,0,Good,16,Good,0,Good,23,Good
135,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Mendoza,45,Good,1,Good,16,Good,4,Good,45,Good
136,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Trelew,18,Good,0,Good,18,Good,0,Good,2,Good
137,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Parana,15,Good,0,Good,13,Good,2,Good,15,Good
138,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,La Plata,43,Good,1,Good,12,Good,8,Good,43,Good
139,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Lambare,94,Moderate,2,Good,4,Good,4,Good,94,Moderate
140,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Neuquen,16,Good,0,Good,16,Good,1,Good,4,Good
141,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Tres Arroyos,26,Good,0,Good,26,Good,0,Good,12,Good
142,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Comodoro Rivadavia,11,Good,0,Good,11,Good,1,Good,4,Good
143,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Azul,34,Good,0,Good,17,Good,0,Good,34,Good
144,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Cordoba,41,Good,1,Good,12,Good,4,Good,41,Good
145,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Yacuiba,12,Good,0,Good,11,Good,0,Good,12,Good
146,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Salta,43,Good,1,Good,0,Good,8,Good,43,Good
147,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Reconquista,18,Good,1,Good,9,Good,2,Good,18,Good
148,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Villa Maria,22,Good,1,Good,18,Good,1,Good,22,Good
149,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Tucuman,66,Moderate,1,Good,14,Good,5,Good,66,Moderate
150,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Bahia Blanca,18,Good,0,Good,10,Good,3,Good,18,Good
151,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Villa Constitucion,141,Unhealthy for Sensitive Groups,2,Good,12,Good,8,Good,141,Unhealthy for Sensitive Groups
152,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Bell Ville,20,Good,1,Good,11,Good,0,Good,20,Good
153,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Zarate,24,Good,0,Good,14,Good,3,Good,24,Good
154,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Gualeguay,15,Good,0,Good,15,Good,1,Good,14,Good
155,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Puerto Madryn,11,Good,0,Good,11,Good,0,Good,7,Good
156,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,General Pico,15,Good,0,Good,15,Good,0,Good,14,Good
157,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Rosario,57,Moderate,1,Good,23,Good,2,Good,57,Moderate
158,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Pergamino,33,Good,1,Good,23,Good,1,Good,33,Good
159,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Presidencia Roque Saenz Pena,22,Good,0,Good,22,Good,0,Good,17,Good
160,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,San Carlos De Bariloche,15,Good,0,Good,15,Good,1,Good,5,Good
161,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Gualeguaychu,14,Good,0,Good,12,Good,2,Good,14,Good
162,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Villa Carlos Paz,60,Moderate,1,Good,7,Good,11,Good,60,Moderate
163,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good
164,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Obera,19,Good,0,Good,19,Good,0,Good,12,Good
165,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Rio Gallegos,17,Good,0,Good,17,Good,0,Good,4,Good
166,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Tartagal,18,Good,0,Good,18,Good,0,Good,5,Good
167,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Posadas,31,Good,0,Good,13,Good,1,Good,31,Good
168,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Libertador General San Martin,22,Good,0,Good,12,Good,0,Good,22,Good
169,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Rawson,22,Good,0,Good,22,Good,0,Good,11,Good
170,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Resistencia,37,Good,1,Good,3,Good,5,Good,37,Good
171,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Veinticinco De Mayo,20,Good,0,Good,17,Good,1,Good,20,Good
172,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Venado Tuerto,19,Good,0,Good,19,Good,0,Good,15,Good
173,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Rio Tercero,25,Good,1,Good,25,Good,0,Good,24,Good
174,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Goya,20,Good,0,Good,20,Good,0,Good,9,Good
175,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Punta Alta,20,Good,0,Good,20,Good,0,Good,5,Good
176,33,Argentina,45773884,17,2736690,3718,1.9,32.0,94 %,0.57 %,Jujuy,29,Good,0,Good,9,Good,5,Good,29,Good
